Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
611090 - Of other textile materials,,40.00,40.00,1,,,,"Korea, Republic of"
611110 - Of wool or fine animal hair,,40.00,40.00,1,,,,"Korea, Republic of"
611120 - Of cotton,,40.00,40.00,1,,,,"Korea, Republic of"
611130 - Of synthetic fibres,,40.00,40.00,1,,,,"Korea, Republic of"
611190 - Of other textile materials,,40.00,40.00,1,,,,"Korea, Republic of"
611211 - - Of cotton,,40.00,40.00,1,,,,"Korea, Republic of"
611212 - - Of synthetic fibres,,40.00,40.00,1,,,,"Korea, Republic of"
611219 - - Of other textile materials,,40.00,40.00,1,,,,"Korea, Republic of"
611220 - Ski suits,,40.00,40.00,1,,,,"Korea, Republic of"
611231 - - Of synthetic fibres,,40.00,40.00,1,,,,"Korea, Republic of"
611239 - - Of other textile materials,,40.00,40.00,1,,,,"Korea, Republic of"
611241 - - Of synthetic fibres,,40.00,40.00,1,,,,"Korea, Republic of"
611249 - - Of other textile materials,,40.00,40.00,1,,,,"Korea, Republic of"
"611300 Garments, made up of knitted or crocheted fabrics of heading No. 59.03, 59.06 or 59.07",,40.00,40.00,1,,,,"Korea, Republic of"
611410 - Of wool or fine animal hair,,40.00,40.00,1,,,,"Korea, Republic of"
611420 - Of cotton,,40.00,40.00,1,,,,"Korea, Republic of"
611430 - Of man-made fibres,,40.00,40.00,1,,,,"Korea, Republic of"
611490 - Of other textile materials,"2,938",40.00,40.00,1,,,,"Korea, Republic of"
"611511 - - Of synthetic fibres, measuring per single yarn less than 67 decitex",,40.00,40.00,1,,,,"Korea, Republic of"
"611512 - - Of synthetic fibres, measuring per single yarn 67 decitex or more",,40.00,40.00,1,,,,"Korea, Republic of"
611519 - - Of other textile materials,,40.00,40.00,1,,,,"Korea, Republic of"
"611520 - Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,40.00,40.00,1,,,,"Korea, Republic of"
611591 - - Of wool or fine animal hair,,40.00,40.00,1,,,,"Korea, Republic of"
611592 - - Of cotton,,40.00,40.00,1,,,,"Korea, Republic of"
611593 - - Of synthetic fibres,,40.00,40.00,1,,,,"Korea, Republic of"
611599 - - Of other textile materials,,40.00,40.00,1,,,,"Korea, Republic of"
"611610 - Impregnated, coated or covered with plastics or rubber",,40.00,40.00,1,,,,"Korea, Republic of"
611691 - - Of wool or fine animal hair,,40.00,40.00,1,,,,"Korea, Republic of"
611692 - - Of cotton,,40.00,40.00,1,,,,"Korea, Republic of"
611693 - - Of synthetic fibres,,40.00,40.00,1,,,,"Korea, Republic of"
611699 - - Of other textile materials,,40.00,40.00,1,,,,"Korea, Republic of"
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",,40.00,40.00,1,,,,"Korea, Republic of"
"611720 - Ties, bow ties and cravats",,40.00,40.00,1,,,,"Korea, Republic of"
611780 - Other accessories,"2,111",40.00,40.00,1,,,,"Korea, Republic of"
611790 - Parts,"26,170",40.00,40.00,1,,,,"Korea, Republic of"
,1997,"51,297",45.00,45.00,114,,,,"Korea, Republic of"
610110 - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610120 - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610130 - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610190 - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610210 - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610220 - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610230 - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610290 - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610311 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610312 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610319 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610321 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610322 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610323 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610329 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610331 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610332 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610333 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610339 - - Of other textile materials,156,45.00,45.00,1,,,,"Korea, Republic of"
610341 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610342 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610343 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610349 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610411 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610412 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610413 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610419 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610421 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610422 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610423 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610429 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610431 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610432 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610433 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610439 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610441 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610442 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610443 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610444 - - Of artificial fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610449 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610451 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610452 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610453 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610459 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610461 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
610462 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610463 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610469 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610510 - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610520 - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610590 - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610610 - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610620 - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610690 - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610711 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610712 - - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610719 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610721 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610722 - - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610729 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610791 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610792 - - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610799 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610811 - - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610819 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610821 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610822 - - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610829 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610831 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610832 - - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610839 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610891 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610892 - - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
610899 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
610910 - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
610990 - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
611010 - Of wool or fine animal hair,"12,760",45.00,45.00,1,,,,"Korea, Republic of"
611020 - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
611030 - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
611090 - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
611110 - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
611120 - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
611130 - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
611190 - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
611211 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
611212 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
611219 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
611220 - Ski suits,,45.00,45.00,1,,,,"Korea, Republic of"
611231 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
611239 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
611241 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
611249 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
"611300 Garments, made up of knitted or crocheted fabrics of heading No. 59.03, 59.06 or 59.07",,45.00,45.00,1,,,,"Korea, Republic of"
611410 - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
611420 - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
611430 - Of man-made fibres,,45.00,45.00,1,,,,"Korea, Republic of"
611490 - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
"611511 - - Of synthetic fibres, measuring per single yarn less than 67 decitex",,45.00,45.00,1,,,,"Korea, Republic of"
"611512 - - Of synthetic fibres, measuring per single yarn 67 decitex or more",,45.00,45.00,1,,,,"Korea, Republic of"
611519 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
"611520 - Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,45.00,45.00,1,,,,"Korea, Republic of"
611591 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
611592 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
611593 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
611599 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
"611610 - Impregnated, coated or covered with plastics or rubber",152,45.00,45.00,1,,,,"Korea, Republic of"
611691 - - Of wool or fine animal hair,,45.00,45.00,1,,,,"Korea, Republic of"
611692 - - Of cotton,,45.00,45.00,1,,,,"Korea, Republic of"
611693 - - Of synthetic fibres,,45.00,45.00,1,,,,"Korea, Republic of"
611699 - - Of other textile materials,,45.00,45.00,1,,,,"Korea, Republic of"
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",,45.00,45.00,1,,,,"Korea, Republic of"
"611720 - Ties, bow ties and cravats",,45.00,45.00,1,,,,"Korea, Republic of"
611780 - Other accessories,"2,681",45.00,45.00,1,,,,"Korea, Republic of"
611790 - Parts,"35,547",45.00,45.00,1,,,,"Korea, Republic of"
,1996,"7,551",52.00,52.00,114,,,,"Korea, Republic of"
610110 - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610120 - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610130 - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610190 - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610210 - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610220 - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610230 - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610290 - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610311 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610312 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610319 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610321 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610322 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610323 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610329 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610331 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610332 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610333 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610339 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610341 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610342 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610343 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610349 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610411 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610412 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610413 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610419 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610421 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610422 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610423 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610429 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610431 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610432 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610433 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610439 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610441 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610442 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610443 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610444 - - Of artificial fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610449 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610451 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610452 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610453 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610459 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610461 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
610462 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610463 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610469 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610510 - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610520 - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610590 - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610610 - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610620 - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610690 - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610711 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610712 - - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610719 - - Of other textile materials,655,52.00,52.00,1,,,,"Korea, Republic of"
610721 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610722 - - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610729 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610791 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610792 - - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610799 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610811 - - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610819 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610821 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610822 - - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610829 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610831 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610832 - - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610839 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610891 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610892 - - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
610899 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
610910 - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
610990 - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
611010 - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
611020 - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
611030 - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
611090 - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
611110 - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
611120 - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
611130 - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
611190 - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
611211 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
611212 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
611219 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
611220 - Ski suits,,52.00,52.00,1,,,,"Korea, Republic of"
611231 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
611239 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
611241 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
611249 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
"611300 Garments, made up of knitted or crocheted fabrics of heading No. 59.03, 59.06 or 59.07",,52.00,52.00,1,,,,"Korea, Republic of"
611410 - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
611420 - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
611430 - Of man-made fibres,,52.00,52.00,1,,,,"Korea, Republic of"
611490 - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
"611511 - - Of synthetic fibres, measuring per single yarn less than 67 decitex",,52.00,52.00,1,,,,"Korea, Republic of"
"611512 - - Of synthetic fibres, measuring per single yarn 67 decitex or more",,52.00,52.00,1,,,,"Korea, Republic of"
611519 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
"611520 - Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,52.00,52.00,1,,,,"Korea, Republic of"
611591 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
611592 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
611593 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
611599 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
"611610 - Impregnated, coated or covered with plastics or rubber",,52.00,52.00,1,,,,"Korea, Republic of"
611691 - - Of wool or fine animal hair,,52.00,52.00,1,,,,"Korea, Republic of"
611692 - - Of cotton,,52.00,52.00,1,,,,"Korea, Republic of"
611693 - - Of synthetic fibres,,52.00,52.00,1,,,,"Korea, Republic of"
611699 - - Of other textile materials,,52.00,52.00,1,,,,"Korea, Republic of"
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",,52.00,52.00,1,,,,"Korea, Republic of"
"611720 - Ties, bow ties and cravats",,52.00,52.00,1,,,,"Korea, Republic of"
611780 - Other accessories,,52.00,52.00,1,,,,"Korea, Republic of"
